"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.COMMANDS","Answer.WritingTexts","Approve","Reject"
"3YZ7A3YHR5U3DPA6VZQMHBQO7J25S8","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","33M4IA01QG230DSWCIED848W0SNXRW","A2HM35CWB7IIFM","Approved","Fri Oct 02 14:30:22 PDT 2015","Fri Oct 02 14:30:46 PDT 2015","Fri Oct 02 22:30:46 PDT 2015","2015-10-03 05:32:40 UTC","","","24","100% (76/76)","100% (76/76)","100% (76/76)","Place a block in the middle of the grid <br> Place a block on top of the last block <br> Place two blocks above the last block <br> Place a block above the last block <br> Place two blocks to the left of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on top of the last block <br> Place a block to the right of the last block <br> Place two blocks on top of the last block","ADD 2 2
ADD 1 2
ADD 0 2
ADD 0 1
ADD 0 0
ADD 1 0
ADD 1 1"
"3YZ7A3YHR5U3DPA6VZQMHBQO7J25S8","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","33L7PJKHCGZQ1R4G8Z7GSKSLX4C8TD","A34DWBBWZRLO1X","Approved","Fri Oct 02 14:34:05 PDT 2015","Fri Oct 02 14:35:29 PDT 2015","Fri Oct 02 22:35:29 PDT 2015","2015-10-03 05:37:39 UTC","","","84","100% (94/94)","100% (94/94)","100% (94/94)","Place a block in the middle of the grid <br> Place a block on top of the last block <br> Place two blocks above the last block <br> Place a block above the last block <br> Place two blocks to the left of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on top of the last block <br> Place a block to the right of the last block <br> Place two blocks on top of the last block","ADD 2 2
ADD 1 2
ADD 0 2
ADD 0 1
ADD 0 0
ADD 1 0"
"34R3P23QHS280ZBAG61W3XWZI5PWHV","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","3TMFV4NEP8FIT88A34CRF4ZK1YR8W0","A2T5CROJ0FWIJY","Approved","Fri Oct 02 14:09:50 PDT 2015","Fri Oct 02 14:10:14 PDT 2015","Fri Oct 02 22:10:14 PDT 2015","2015-10-03 05:12:37 UTC","","","24","100% (58/58)","100% (58/58)","100% (58/58)","Place a block in the middle of the grid <br> Place a block on the bottom of the last block <br> Place a block below the last block <br> Place a block to the left of the last block <br> Place a block above the last block <br> Place a block to the left of the last block <br> Place a block to the left of the last block <br> Place a block below the last block <br> Place two blocks on the bottom of the last block <br> Place a block to the left of the last block","ADD 2 2
ADD 3 2
ADD 4 2
ADD 4 1
ADD 3 1
ADD 3 0
ADD 4 0"
"34R3P23QHS280ZBAG61W3XWZI5PWHV","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","30MVJZJNHMEW1TRL1XZQQA0NJ81J96","AHKOZVL0KZKAB","Approved","Fri Oct 02 14:27:57 PDT 2015","Fri Oct 02 14:34:59 PDT 2015","Fri Oct 02 22:34:59 PDT 2015","2015-10-03 05:37:38 UTC","","","422","100% (49/49)","100% (49/49)","100% (49/49)","Place a block in the middle of the grid <br> Place a block on the bottom of the last block <br> Place a block below the last block <br> Place a block to the left of the last block <br> Place a block above the last block <br> Place a block to the left of the last block <br> Place a block to the left of the last block <br> Place a block below the last block <br> Place two blocks on the bottom of the last block <br> Place a block to the left of the last block","ADD 2 2
ADD 3 2
ADD 4 2
ADD 4 1
ADD 3 1
ADD 3 0"
"3S1WOPCJFGUAA5K9J6ABT45EOTOJE7","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:29 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:29 PDT 2015","","","33F859I566EJYGBSBHA153FYUG0BH3","A34DWBBWZRLO1X","Approved","Fri Oct 02 14:18:49 PDT 2015","Fri Oct 02 14:19:13 PDT 2015","Fri Oct 02 22:19:13 PDT 2015","2015-10-03 05:22:37 UTC","","","24","100% (94/94)","100% (94/94)","100% (94/94)","Place a block in the middle of the grid <br> Place a block to the right of the last block <br> Place a block to the right of the last block <br> Place a block below the last block <br> Place a block to the left of the last block <br> Place a block below the last block <br> Place a block to the right of the last block <br> Place a block above the last block <br> Place a block above the last block <br> Place a block to the right of the last block","ADD 2 2
ADD 2 3
ADD 2 4
ADD 3 3
ADD 3 4
ADD 1 4"
"3S1WOPCJFGUAA5K9J6ABT45EOTOJE7","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:29 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:29 PDT 2015","","","37Z929RLG998KBJPMXDL9BSM9YFSTT","ACGHHDT7RY1AH","Approved","Fri Oct 02 14:10:52 PDT 2015","Fri Oct 02 14:11:10 PDT 2015","Fri Oct 02 22:11:10 PDT 2015","2015-10-03 05:12:37 UTC","","","18","100% (8/8)","100% (8/8)","100% (8/8)","Place a block in the middle of the grid <br> Place a block to the right of the last block <br> Place a block to the right of the last block <br> Place a block below the last block <br> Place a block to the left of the last block <br> Place a block below the last block <br> Place a block to the right of the last block <br> Place a block above the last block <br> Place a block above the last block <br> Place a block to the right of the last block","ADD 2 2
ADD 2 3
ADD 2 4
ADD 3 4
ADD 3 3
ADD 4 3
ADD 4 4"
"3UUIU9GZC564SPNLKZVCRGMA92G5TX","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","30LB5CDZNCB45E8CJNJJLTNKZ2KZ0V","A2T5CROJ0FWIJY","Approved","Fri Oct 02 14:28:25 PDT 2015","Fri Oct 02 14:28:44 PDT 2015","Fri Oct 02 22:28:44 PDT 2015","2015-10-03 05:32:37 UTC","","","19","100% (58/58)","100% (58/58)","100% (58/58)","Place a block in the middle of the grid <br> Place two blocks to the right of the last block <br> Place a block to the right of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on top of the last block <br> Place a block on top of the last block <br> Place two blocks above the last block","ADD 2 2
ADD 2 3
ADD 2 4
ADD 3 4
DEL 3 4
ADD 3 4
ADD 4 4
ADD 1 4
ADD 0 4"
"3UUIU9GZC564SPNLKZVCRGMA92G5TX","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","3VZLGYJEYLBC24ENMZ8QU7AV995XZO","A34DWBBWZRLO1X","Approved","Fri Oct 02 14:25:29 PDT 2015","Fri Oct 02 14:25:46 PDT 2015","Fri Oct 02 22:25:46 PDT 2015","2015-10-03 05:27:38 UTC","","","17","100% (94/94)","100% (94/94)","100% (94/94)","Place a block in the middle of the grid <br> Place two blocks to the right of the last block <br> Place a block to the right of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on the bottom of the last block <br> Place a block to the right of the last block <br> Place a block on top of the last block <br> Place a block on top of the last block <br> Place two blocks above the last block","ADD 2 2
ADD 2 3
ADD 2 4
ADD 3 4
ADD 4 4
ADD 1 4
ADD 0 4"
"3P520RYKCH7JS22AK4LMWC8CSGN5UO","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","3GGAI1SQEVZO0Z49GEM98STCTNYCMJ","A312KFQ78WB3A4","Approved","Fri Oct 02 14:17:02 PDT 2015","Fri Oct 02 14:24:10 PDT 2015","Fri Oct 02 22:24:10 PDT 2015","2015-10-03 05:27:37 UTC","","","428","100% (76/76)","100% (76/76)","100% (76/76)","Place a block in the middle of the grid <br> Place a block below the last block <br> Place two blocks to the right of the last block <br> Place two blocks on top of the last block <br> Place a block on top of the last block <br> Place a block to the left of the last block <br> Place two blocks on top of the last block <br> Place a block above the last block <br> Place a block to the left of the last block <br> Place a block above the last block","ADD 2 2
ADD 3 2
ADD 3 3
ADD 3 4
ADD 2 4
ADD 1 4
ADD 0 4
ADD 0 3
ADD 0 2"
"3P520RYKCH7JS22AK4LMWC8CSGN5UO","3LC6UUY7PQDC44EZ77IW54L9SUTDD5","Arrange blocks in a grid","Follow a series of instructions to arrange blocks in a grid.","arrange, blocks, instructions","$0.10","Fri Oct 02 14:03:22 PDT 2015","2","BatchId:2110392;","600","28800","Sun Oct 04 14:03:22 PDT 2015","","","3VELCLL3GKKY7M2UEUTCW6QCSPY1FE","AJPQEZBVJXVE9","Approved","Fri Oct 02 14:34:55 PDT 2015","Fri Oct 02 14:35:38 PDT 2015","Fri Oct 02 22:35:38 PDT 2015","2015-10-03 05:37:39 UTC","","","43","100% (28/28)","100% (28/28)","100% (28/28)","Place a block in the middle of the grid <br> Place a block below the last block <br> Place two blocks to the right of the last block <br> Place two blocks on top of the last block <br> Place a block on top of the last block <br> Place a block to the left of the last block <br> Place two blocks on top of the last block <br> Place a block above the last block <br> Place a block to the left of the last block <br> Place a block above the last block","ADD 2 2
ADD 3 2
ADD 3 3
ADD 3 4
ADD 2 4
ADD 1 4
ADD 0 4
ADD 0 3"
