"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITId","Input.HITTypeId","Input.Title","Input.Description","Input.Keywords","Input.Reward","Input.CreationTime","Input.MaxAssignments","Input.RequesterAnnotation","Input.AssignmentDurationInSeconds","Input.AutoApprovalDelayInSeconds","Input.Expiration","Input.NumberOfSimilarHITs","Input.LifetimeInSeconds","Input.AssignmentId","Input.WorkerId","Input.AssignmentStatus","Input.AcceptTime","Input.SubmitTime","Input.AutoApprovalTime","Input.ApprovalTime","Input.RejectionTime","Input.RequesterFeedback","Input.WorkTimeInSeconds","Input.LifetimeApprovalRate","Input.Last30DaysApprovalRate","Input.Last7DaysApprovalRate","Input.Image_url","Input.commands","Input.Approve","Input.Reject","Answer.WritingTexts","Approve","Reject"
"309D674SHZFQPKX4105L6ALLCH8CBP","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:50 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:50 PDT 2015","","","3GLB5JMZFYPZ7D9M7LXBFBPJ1CMGDE","A1FZJ3S9CN8Z7T","Submitted","Fri Oct 16 12:50:03 PDT 2015","Fri Oct 16 12:57:38 PDT 2015","Fri Oct 16 20:57:38 PDT 2015","","","","455","0% (0/0)","0% (0/0)","0% (0/0)","3CVBMEMMXBAU4G5UAB76CZW455ZH7Z","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:40 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:40 PDT 2015","","","3NAPMVF0ZX9TBA05HT90DFLM4QF274","A2O7H7VXLFN6BP","Approved","Mon Oct 12 11:39:01 PDT 2015","Mon Oct 12 11:39:55 PDT 2015","Mon Oct 12 23:39:55 PDT 2015","Mon Oct 12 22:23:44 PDT 2015","","","54","100% (54/54)","100% (54/54)","100% (54/54)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0824.gif","Place 1 block somewhere near the middle of the grid.</br>Place 3 blocks to the right of the starting block.</br>Place 1 block under the starting block.</br>Find the middle block in the starting block's row.</br>Place 4 blocks under it.</br>Find the second lowest block.</br>Place 1 block to the right of it.</br>Place 1 block under the previously placed block.","X","","ADD 6 7
ADD 6 8
ADD 6 9
ADD 6 10
ADD 7 7
ADD 7 9
ADD 8 9
DEL 8 9
ADD 8 9
ADD 9 9
ADD 10 9
ADD 9 10
ADD 10 10"
"3HUR21WDDUJA5Q1A2OFSSY4WY8EXYR","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:46:07 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:46:07 PDT 2015","","","3QUO65DNQVI9GS16HZ08UK29EY8UOP","A3OZ8KF0HWSVWK","Submitted","Fri Oct 16 12:52:50 PDT 2015","Fri Oct 16 13:01:08 PDT 2015","Fri Oct 16 21:01:08 PDT 2015","","","","498","0% (0/0)","0% (0/0)","0% (0/0)","3RWB1RTQDJHQHB813T7HZ8UQ2GF8PI","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:35 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 12 13:36:06 PDT 2015","","","3X4MXAO0BHIP59IR4RWD63SB99IWRT","A24L9F9PD7ADP7","Approved","Mon Oct 12 13:28:29 PDT 2015","Mon Oct 12 16:19:53 PDT 2015","Tue Oct 13 04:19:53 PDT 2015","2015-10-13 11:20:17 UTC","","","10284","100% (21/21)","100% (21/21)","100% (21/21)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0361.gif","Place a vertical row of five blocks</br>Think of these as blocks 1,2,3,4,5 from left to right</br>Place on block on top of blocks 1 and 2</br>Place a vertical line of three blocks above block 4","X","","ADD 7 3
ADD 7 4
ADD 7 5
ADD 7 6
ADD 7 7
ADD 6 3
ADD 6 4
ADD 6 6
ADD 5 6
ADD 4 6"
"3N5YJ55YXGX4XEP3KCE3RAVRT31NAN","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:46:10 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:46:10 PDT 2015","","","3COPXFW7XC6DYW8V2L9LDXY1MC6KPZ","A2QCBYREDUOIWV","Submitted","Fri Oct 16 12:46:51 PDT 2015","Fri Oct 16 12:47:39 PDT 2015","Fri Oct 16 20:47:39 PDT 2015","","","","48","100% (4/4)","100% (4/4)","100% (4/4)","3L60IFZKF3CRX5B6NKTI3CLYJ8VHH1","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:46 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:46 PDT 2015","","","33FBRBDW6PTA96XQORQC3SQ3R1X8C5","A21SF3IKIZB0VN","Approved","Mon Oct 12 11:35:25 PDT 2015","Mon Oct 12 11:43:34 PDT 2015","Mon Oct 12 23:43:34 PDT 2015","2015-10-13 06:45:18 UTC","","","489","100% (1/1)","100% (1/1)","100% (1/1)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0479.gif","Place five blocks in a row, horizontally.</br>On the far left of the row, place one block immediately below the first block on the row.</br>On the second block in the five block row, place three blocks in a column, immediately above the second block in the row</br>On the top of of the column you just created, place one block immediately to the left of the top most block in the column.","X","","ADD 5 1
ADD 5 2
ADD 5 3
ADD 5 4
ADD 5 5
ADD 6 1
ADD 4 2
ADD 3 2
ADD 2 2
ADD 2 1"
"3YD0MU1NC2VFUTXG45XEVD91TOWA7Z","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:57 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:57 PDT 2015","","","30BXRYBRP5RCGF4O8MKJSZQ5NS6HWO","AKLV0WIZZ356X","Submitted","Fri Oct 16 12:52:46 PDT 2015","Fri Oct 16 12:57:28 PDT 2015","Fri Oct 16 20:57:28 PDT 2015","","","","282","0% (0/0)","0% (0/0)","0% (0/0)","3R16PJFTS3LONJOJEYCWMFSM6KDK4M","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:48 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 12 13:35:58 PDT 2015","","","3TS1AR6UQR8DC4CH5OO7XYFBDUS7F1","A2S62I2ECXDSVP","Approved","Mon Oct 12 12:33:12 PDT 2015","Mon Oct 12 12:36:55 PDT 2015","Tue Oct 13 00:36:55 PDT 2015","2015-10-13 07:40:17 UTC","","","223","100% (8/8)","100% (8/8)","100% (8/8)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0933.gif","Place one block on the lower left</br>place another block directly above it</br>put another block on the right side of the previous block</br>repeat the last step until you have a horizontal line made of four blocks</br>on the right most block, place another block on the bottom side </br>refer back to the horizontal line of 4 blocks</br>place a block on the second left-most block on the top</br>repeat this until you have added three new blocks in a vertical fashion</br>Lastly, place a block on the right-most edge of the tallest block","X","","ADD 14 0
ADD 13 0
ADD 13 1
ADD 13 2
ADD 13 3
ADD 14 3
ADD 12 1
ADD 11 1
ADD 10 1
ADD 9 2"
"3YD0MU1NC2VFUTXG45XEVD91TOWA7Z","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:57 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:57 PDT 2015","","","31N2WW6R9SKVBLBU3CLHKH3V9KYF3H","A376BI2RNUIFRH","Submitted","Fri Oct 16 12:52:25 PDT 2015","Fri Oct 16 12:55:04 PDT 2015","Fri Oct 16 20:55:04 PDT 2015","","","","159","100% (7/7)","100% (7/7)","100% (7/7)","3R16PJFTS3LONJOJEYCWMFSM6KDK4M","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:48 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 12 13:35:58 PDT 2015","","","3TS1AR6UQR8DC4CH5OO7XYFBDUS7F1","A2S62I2ECXDSVP","Approved","Mon Oct 12 12:33:12 PDT 2015","Mon Oct 12 12:36:55 PDT 2015","Tue Oct 13 00:36:55 PDT 2015","2015-10-13 07:40:17 UTC","","","223","100% (8/8)","100% (8/8)","100% (8/8)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0933.gif","Place one block on the lower left</br>place another block directly above it</br>put another block on the right side of the previous block</br>repeat the last step until you have a horizontal line made of four blocks</br>on the right most block, place another block on the bottom side </br>refer back to the horizontal line of 4 blocks</br>place a block on the second left-most block on the top</br>repeat this until you have added three new blocks in a vertical fashion</br>Lastly, place a block on the right-most edge of the tallest block","X","","ADD 12 3
ADD 11 3
ADD 11 4
ADD 11 5
DEL 11 5
ADD 11 6
ADD 11 5
ADD 12 6
ADD 10 4
ADD 9 4
ADD 8 4
ADD 8 5"
"3QE4DGPGBR5JLXS0O7RHON0U0HJ4GL","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:57 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:57 PDT 2015","","","386PBUZZXGRSWRNFS8G2V1P42D5LJ3","A27FVH8VVIL20T","Submitted","Fri Oct 16 12:48:53 PDT 2015","Fri Oct 16 12:50:05 PDT 2015","Fri Oct 16 20:50:05 PDT 2015","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","3ZZAYRN1I6LRUVOORR5X14LN6O4OT6","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:52 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:52 PDT 2015","","","3ON104KXQLQI43GTTF00YAH1HVW4WG","A8UA3KS8E7WTZ","Approved","Mon Oct 12 13:10:02 PDT 2015","Mon Oct 12 13:16:08 PDT 2015","Tue Oct 13 01:16:08 PDT 2015","2015-10-13 08:20:17 UTC","","","366","100% (11/11)","100% (11/11)","100% (11/11)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0983.gif","Create a horizontal row of 4 blocks.  This is your top row.</br></br>Place one block below the second block, counting from left to right, in your horizontal row.</br></br>Place two blocks, straight down, below the third block, again counting from left to right, in your horizontal row.  </br></br>Place three blocks, straight down, below the fourth block, the block furthest to the right, in your horizontal row.","X","","ADD 4 0
ADD 4 1
ADD 4 2
ADD 4 3
ADD 5 1
ADD 5 2
ADD 6 2
ADD 5 3
ADD 6 3
ADD 7 3"
"3QE4DGPGBR5JLXS0O7RHON0U0HJ4GL","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:57 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:57 PDT 2015","","","3S4AW7T80CC2T94UP1TYPZ0LKGFL4C","A2ZRF4I5RTKN7G","Submitted","Fri Oct 16 12:47:48 PDT 2015","Fri Oct 16 12:48:08 PDT 2015","Fri Oct 16 20:48:08 PDT 2015","","","","20","100% (1/1)","0% (0/0)","0% (0/0)","3ZZAYRN1I6LRUVOORR5X14LN6O4OT6","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:52 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:52 PDT 2015","","","3ON104KXQLQI43GTTF00YAH1HVW4WG","A8UA3KS8E7WTZ","Approved","Mon Oct 12 13:10:02 PDT 2015","Mon Oct 12 13:16:08 PDT 2015","Tue Oct 13 01:16:08 PDT 2015","2015-10-13 08:20:17 UTC","","","366","100% (11/11)","100% (11/11)","100% (11/11)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0983.gif","Create a horizontal row of 4 blocks.  This is your top row.</br></br>Place one block below the second block, counting from left to right, in your horizontal row.</br></br>Place two blocks, straight down, below the third block, again counting from left to right, in your horizontal row.  </br></br>Place three blocks, straight down, below the fourth block, the block furthest to the right, in your horizontal row.","X","","ADD 2 3
ADD 2 4
ADD 2 5
ADD 2 6
ADD 3 4
ADD 3 5
ADD 4 5
ADD 3 6
ADD 4 6
ADD 5 6"
"38XPGNCKHTU23UIVD2Q3OO34NW7V41","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:50 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:50 PDT 2015","","","3EA3QWIZ4JPKKTBEJZXT5RKLJB2TI2","A1QCQE5XW37LN1","Submitted","Fri Oct 16 12:49:06 PDT 2015","Fri Oct 16 12:49:30 PDT 2015","Fri Oct 16 20:49:30 PDT 2015","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","3VQTAXTYN3FMBEE4NRQL0G7QI3SBUG","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:45 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:45 PDT 2015","","","3F6HPJW4JEU81P16P1HC5VK3XHL2W3","AIC8CB12DQC0K","Approved","Mon Oct 12 11:04:05 PDT 2015","Mon Oct 12 11:14:24 PDT 2015","Mon Oct 12 23:14:24 PDT 2015","2015-10-13 06:15:19 UTC","","","619","100% (32/32)","100% (24/24)","100% (24/24)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0890.gif","Put three blocks in a vertical line</br>Place two blocks to the left of the line</br>Put two more blocks to the left of the blocks you just placed.</br>Again, two more blocks to the left of those blocks.</br>Put one block to the left of the prior placed blocks.  The lone block should be placed next to the bottom block on it's right.","X","","ADD 5 5
ADD 6 5
ADD 7 5
ADD 6 4
ADD 5 4
ADD 6 3
ADD 5 3
ADD 6 2
ADD 5 2
ADD 6 1
DEL 6 1
ADD 6 6
DEL 6 6
ADD 6 1"
"38XPGNCKHTU23UIVD2Q3OO34NW7V41","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:50 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:50 PDT 2015","","","3LWJHTCVCDGNIMHW1NXDXPW6JCBFQJ","A2QCBYREDUOIWV","Submitted","Fri Oct 16 12:48:18 PDT 2015","Fri Oct 16 12:49:20 PDT 2015","Fri Oct 16 20:49:20 PDT 2015","","","","62","100% (4/4)","100% (4/4)","100% (4/4)","3VQTAXTYN3FMBEE4NRQL0G7QI3SBUG","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:45 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 19 10:21:45 PDT 2015","","","3F6HPJW4JEU81P16P1HC5VK3XHL2W3","AIC8CB12DQC0K","Approved","Mon Oct 12 11:04:05 PDT 2015","Mon Oct 12 11:14:24 PDT 2015","Mon Oct 12 23:14:24 PDT 2015","2015-10-13 06:15:19 UTC","","","619","100% (32/32)","100% (24/24)","100% (24/24)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0890.gif","Put three blocks in a vertical line</br>Place two blocks to the left of the line</br>Put two more blocks to the left of the blocks you just placed.</br>Again, two more blocks to the left of those blocks.</br>Put one block to the left of the prior placed blocks.  The lone block should be placed next to the bottom block on it's right.","X","","ADD 5 6
ADD 6 6
ADD 7 6
ADD 5 5
ADD 6 5
ADD 5 4
ADD 6 4
ADD 5 3
ADD 6 3
ADD 7 2"
"3VQTAXTYN3FMBEE4NRQL0G7RJHEUBG","38GNPDAUFV7PINWOUBYZEC6R2IONY9","Arrange blocks by following instructions","Follow a series of instructions to create different arrangements of blocks.","arrange, blocks, instructions","$0.10","Fri Oct 16 12:45:57 PDT 2015","2","BatchId:2126473;","3600","28800","Fri Oct 23 12:45:57 PDT 2015","","","3LBXNTKX0SPYQ9RVKFSDH16ODH3X96","AY3WQH3I3HT4D","Submitted","Fri Oct 16 12:50:36 PDT 2015","Fri Oct 16 12:57:21 PDT 2015","Fri Oct 16 20:57:21 PDT 2015","","","","405","0% (0/0)","0% (0/0)","0% (0/0)","3W31J70BASQRIN1Y7DIE5D4AYXVCKS","3496Z8XDHMD731SQ4AEC009514RI2Z","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.33","Mon Oct 12 10:21:31 PDT 2015","5","BatchId:2120678;","10800","43200","Mon Oct 12 13:35:56 PDT 2015","","","30ZX6P7VF9PMV517I2YXG5QVVLOJ21","A1MYLQQL8BBOYT","Approved","Mon Oct 12 12:50:15 PDT 2015","Mon Oct 12 12:51:11 PDT 2015","Tue Oct 13 00:51:11 PDT 2015","Mon Oct 12 22:24:39 PDT 2015","","","56","100% (100/100)","100% (100/100)","100% (100/100)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0308.gif","Place a row of five blocks.</br>Above the first block, place a column of two blocks.</br>Above the second, third and fourth blocks, place one block each.","X","","ADD 7 4
ADD 7 5
ADD 7 6
ADD 7 7
ADD 7 8
ADD 7 9
DEL 7 4
ADD 6 5
ADD 5 5
ADD 6 6
ADD 6 7
ADD 6 8"
