"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.TranscriptionTexts","Approve","Reject"
"3RQVKZ7ZRJIY3CCG2HS3650UBAI27H","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:01 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:01 PDT 2015","","","3HVVDCPGTERDPF0OY7719PO11DVTY6","A14L5H62YUMNKM","Submitted","Tue Oct 06 16:54:33 PDT 2015","Tue Oct 06 16:55:47 PDT 2015","Wed Oct 07 04:55:47 PDT 2015","","","","74","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0007.gif","Place One Down
Place one below
Place one below
Place one below
Place one below
Place one to the right
Place one to the right
Place one above
Place one to right
Place one to right"
"3MD8CKRQZYM8RRU3IGW1A3DBEXXRJR","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:01 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:01 PDT 2015","","","3R2UR8A0IAF8CI56XUZ0W1B5008OXZ","A1Y5RH2VTWCQ8Y","Submitted","Tue Oct 06 17:52:47 PDT 2015","Tue Oct 06 18:55:22 PDT 2015","Wed Oct 07 06:55:22 PDT 2015","","","","3755","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0021.gif","Make a square on the far right side of the grid at the bottom using four blocks.
Make another four-block square on top of it.
On the first square, add an additional block next to the top-left block.
On the second square add an additional block above the top-right block."
"3EKTG13IZT2NP15BGTCX4JWTCZ3LMZ","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:02 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:02 PDT 2015","","","39LOEL67OS4TBSBC6O3GSZW1EZG38M","A3CPPBPJ602FG1","Submitted","Tue Oct 06 16:44:56 PDT 2015","Tue Oct 06 16:50:31 PDT 2015","Wed Oct 07 04:50:31 PDT 2015","","","","335","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0042.gif","Go to the top of the grid and put two black blocks next to one another on the far right.  Repeat step 1 for 4 more rows until the bottom of the grid is reached."
"3CKVGCS3PF4DQ0TUBXM0I83B1QBS0A","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:04 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:04 PDT 2015","","","3YW4XOSQKQKVZM4AMNQ20YZTD9TU16","A3EQYMOLG133QS","Submitted","Tue Oct 06 19:46:50 PDT 2015","Tue Oct 06 19:49:58 PDT 2015","Wed Oct 07 07:49:58 PDT 2015","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0071.gif","Place four blocks in the first column.
Place four blocks in the 4th row from 2nd to 5th column.
Place two blocks on the 4th and 5th column of the 5th row."
"3ZG552ORAL30E2DCKFVJCJGXXSQ2VA","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:04 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:04 PDT 2015","","","3H7XDTSHKCQ5V5JIZ6Q6P9OW0C0GW0","A1KHYIU6KU4QCH","Submitted","Tue Oct 06 18:23:09 PDT 2015","Tue Oct 06 18:24:19 PDT 2015","Wed Oct 07 06:24:19 PDT 2015","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0080.gif","Place four blocks in a vertical column.
Place three blocks directly to the right of the top block, so that it forms a horizontal line of four blocks.
Place three blocks directly to the right of the bottom block, so that it forms a horizontal line of four blocks,"
"3L1EFR8WWS4MIPCL595U4KLPF4BF9Q","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:04 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:04 PDT 2015","","","3FE7TXL1LIMAWEFPOI6BVGC92R62QP","A2V1T71IR4W2LM","Submitted","Tue Oct 06 17:22:04 PDT 2015","Tue Oct 06 17:28:42 PDT 2015","Wed Oct 07 05:28:42 PDT 2015","","","","398","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0081.gif","Starting in the top left corner, place two blocks across
in the second row place one block on the far left
in the third row place one block on the far left
in the fourth row place five blocks all the way across the grid 
in the fifth row, starting on the far left, skip three spaces and place a block in the fourth spot
done"
"374UMBUHN4OYZS1PCDKANE1YCYMCTC","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:04 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:04 PDT 2015","","","3EFVCAY5L384W6D199V386DQAXLJ8Z","AS68QSR9OKM0N","Submitted","Tue Oct 06 18:31:44 PDT 2015","Tue Oct 06 18:33:21 PDT 2015","Wed Oct 07 06:33:21 PDT 2015","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0082.gif","In far right bottom corner of grid place a black block. Place a block right next to this one in the same row. In the next row(second from bottom) place 5 black blocks spanning across this row. In the next row place one to the far left, leave 2 blank spaces, then a block and a block to complete this row."
"3GITHABACXKN6X43IO9S22MKBPNN2D","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:04 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:04 PDT 2015","","","3IRIK4HM3AJUKEO762HJ1O44EH4C68","A24CNWX2BQA638","Submitted","Tue Oct 06 17:07:06 PDT 2015","Tue Oct 06 17:11:53 PDT 2015","Wed Oct 07 05:11:53 PDT 2015","","","","287","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0083.gif","Start from the top right corner
From the right corner, create three blocks.
After you create three blocks stop.
Then Create Three blocks going downwards Then stop
From there create one block to the left and 2 blocks to the right."
"3KL228NDMULCDLR7KQ21CEZHRDNKGO","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:05 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:05 PDT 2015","","","374TNBHA8BU0XZ8WH3D64KDEH9XYQ4","A3EQYMOLG133QS","Submitted","Tue Oct 06 19:52:24 PDT 2015","Tue Oct 06 19:55:03 PDT 2015","Wed Oct 07 07:55:03 PDT 2015","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0090.gif","Place one block on the 5th row of the 3rd column.
Place five blocks on the 4th column.
Leave the first row and place four blocks on the 5th column."
"3NSCTNUR2YM8LBT1R36LE35WWSFA5H","3VQ3WJ3HVNV4PS6OPIL1XIWV4PRIMA","Create instructions for making a scene of blocks","Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks","$0.10","Tue Oct 06 16:23:05 PDT 2015","1","BatchId:2114470;","10800","43200","Tue Oct 13 16:23:05 PDT 2015","","","3E47SOBEYQVADYJ883Q8YRU9N9XCI2","A1KHYIU6KU4QCH","Submitted","Tue Oct 06 18:07:36 PDT 2015","Tue Oct 06 18:10:02 PDT 2015","Wed Oct 07 06:10:02 PDT 2015","","","","146","0% (0/0)","0% (0/0)","0% (0/0)","http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_06.08/img_0103.gif","Leave an empty row at the top.
On the second row, create a square with four blocks on the left-most side of the grid.
Directly below the square, place five blocks in a straight horizontal line.
Place one block directly below the right-most block in the row of five."
